howe1 ,37,1,8115,225.13005599999997,12.96,98
howe1 ,37,1,3520,225.13005599999994,12.684,448
howe1 ,37,1,8115,225.13005599999997,13.691,98
howe1 ,37,8,8115,39.008969,14.221,12797
howe1 ,37,8,8115,39.008969,14.45,12797
howe1 ,37,8,8115,39.008969,70.828,12797
howe1 ,37,4,8115,62.282514,70.991,5913
howe1 ,37,4,3520,62.273307,72.268,8065
howe1 ,37,4,8647,63.720914,70.734,1523
howe1 ,37,4,8115,60.834907,85.133,12825
howe3 ,89,4,8115,136.961535,375.359,3196
howe3 ,89,4,8115,136.961535,385.642,3196
howe1 ,37,4,8115,60.556059,162.944,4245
howe1 ,37,4,8115,60.556059,89.025,4245
howe1 ,37,4,8115,60.556059,83.651,4245
